Week,Line,Location,Incident,Min Delay,Min Gap,Vehicle,has_delay,Year,Month,Day_of_Month,Hour,Minute,Bound_B,Bound_E,Bound_N,Bound_S,Bound_W
16,0.0,0.001353058,4,0,0,0,0,2024,4,19,16,57,0,0,0,0,0
27,0.1118913,0.002976727,1,3,7,8673,0,2024,7,4,11,49,0,0,1,0,0
6,0.1266642349078971,0.0205664802453545,8,10,20,4446,0,2024,2,6,19,43,0,0,0,0,1
16,0.080977567,0.008659571,7,10,20,8383,0,2024,4,20,12,4,0,0,0,0,1
21,0.031825643,9.020386072523904e-05,4,0,0,4521,0,2024,5,26,20,41,0,0,0,0,1
20,0.1266642349078971,0.001713873,5,8,16,4550,0,2024,5,16,5,22,0,0,1,0,0
11,0.0479664417289804,0.0108244632870286,4,0,0,4522,0,2024,3,11,20,4,0,0,0,0,0
17,0.080977567,9.020386072523904e-05,7,4,7,8723,0,2024,4,22,16,53,0,1,0,0,0
37,0.0479664417289804,0.001533466,8,3,6,8703,0,2024,9,10,11,47,0,0,0,0,1
9,0.035290899,0.004600397,4,0,0,4516,0,2024,3,2,12,18,0,0,1,0,0
10,0.1554805763268283,9.020386072523904e-05,10,0,0,4595,0,2024,3,5,17,27,0,1,0,0,0
29,0.1118913,0.00279632,2,5,8,8804,0,2024,7,20,17,40,0,0,0,1,0
39,0.1266642349078971,0.000992242,4,0,0,4445,0,2024,9,26,14,18,0,1,0,0,0
23,0.2039029728250957,0.006675086,12,5,10,8209,0,2024,6,3,16,55,0,0,0,0,1
34,0.2039029728250957,0.004961212,7,10,20,4463,0,2024,8,19,18,15,0,1,0,0,0
38,0.031825643,9.020386072523904e-05,11,10,20,4545,0,2024,9,22,10,59,0,0,0,0,1
3,0.1040488783512675,0.001353058,3,25,45,4535,1,2024,1,21,20,49,0,1,0,0,0
33,0.1266642349078971,0.00279632,11,43,73,4447,1,2024,8,18,5,7,0,0,0,1,0
31,0.064380813,9.020386072523904e-05,7,25,35,4553,1,2024,7,30,5,36,0,1,0,0,0
14,0.031825643,0.000180408,2,124,134,4423,1,2024,4,3,7,21,0,1,0,0,0
26,0.00665694,0.000902039,1,20,40,4472,1,2024,6,26,7,36,0,0,0,1,0
9,0.031825643,0.006224066,8,90,100,4553,1,2024,2,26,17,13,0,0,0,0,0
19,0.2039029728250957,0.004961212,3,23,33,4612,1,2024,5,10,1,11,0,0,0,0,0
35,0.1554805763268283,0.0101028324012267,8,20,40,4619,1,2024,9,1,13,47,0,0,0,0,1
9,0.1118913,0.0229117806242107,11,30,40,4536,1,2024,2,29,22,49,0,0,1,0,0
33,0.1554805763268283,0.000270612,5,42,20,4502,1,2024,8,14,19,6,0,0,0,0,1
1,0.1118913,0.001984485,5,65,95,4410,1,2024,1,7,2,46,0,0,0,1,0
11,0.1040488783512675,0.000180408,6,52,62,4539,1,2024,3,14,19,52,0,0,0,0,1
23,0.1266642349078971,0.003157135,11,31,41,4451,1,2024,6,8,23,4,0,1,0,0,0
36,0.2039029728250957,0.000180408,11,22,32,4522,1,2024,9,5,23,34,0,0,0,0,1
37,0.1554805763268283,0.003788562,7,46,56,4530,1,2024,9,13,12,52,0,1,0,0,0
30,0.1554805763268283,9.020386072523904e-05,1,85,95,4592,1,2024,7,28,23,19,0,1,0,0,0
35,0.1554805763268283,0.004780805,5,18,28,4488,1,2024,8,30,0,46,0,0,0,0,1
22,0.2039029728250957,9.020386072523904e-05,5,39,49,4476,1,2024,5,27,5,11,0,1,0,0,0
10,0.1266642349078971,0.000541223,2,94,104,4456,1,2024,3,8,12,48,0,0,0,0,1
39,0.064380813,0.003157135,5,26,36,4402,1,2024,9,28,16,41,0,0,0,0,1
33,0.1266642349078971,0.002074689,2,74,84,4443,1,2024,8,18,14,11,0,0,0,0,0
5,0.1554805763268283,0.001623669,2,44,0,0,1,2024,2,1,13,41,0,1,0,0,0
3,0.064380813,0.003427747,8,20,30,4513,1,2024,1,17,9,11,0,1,0,0,0
6,0.0107605325551705,0.000180408,7,20,37,8624,1,2024,2,9,3,15,0,1,0,0,0
2,0.2039029728250957,0.003698358,10,72,82,4525,1,2024,1,8,5,30,0,0,0,0,1
1,0.064380813,0.000541223,4,20,15,4476,1,2024,1,7,15,45,0,0,0,1,0
14,0.1118913,0.007396717,2,72,82,4494,1,2024,4,5,6,6,0,0,1,0,0
29,0.064380813,9.020386072523904e-05,4,59,69,4458,1,2024,7,16,11,31,0,0,0,0,1
6,0.1040488783512675,0.005592639,3,17,26,4521,1,2024,2,10,18,27,0,1,0,0,0
17,0.1554805763268283,0.004780805,5,73,78,4430,1,2024,4,24,16,14,0,1,0,0,0
1,0.1554805763268283,0.000270612,2,34,44,4556,1,2024,1,4,22,13,0,1,0,0,0
14,0.2039029728250957,9.020386072523904e-05,11,62,72,8042,1,2024,4,3,22,30,0,0,0,0,1
33,0.2039029728250957,0.002074689,2,41,50,0,1,2024,8,12,11,12,0,0,0,0,0
15,0.1040488783512675,0.005592639,3,29,39,4607,1,2024,4,11,21,29,0,0,0,0,0
7,0.064380813,0.006675086,8,18,28,4515,1,2024,2,15,9,3,0,0,0,0,1
18,0.1554805763268283,0.005682843,3,25,35,4431,1,2024,5,4,2,32,0,0,0,0,0
33,0.1040488783512675,9.020386072523904e-05,8,20,30,4410,1,2024,8,15,10,13,0,0,0,0,1
29,0.2039029728250957,0.002525708,4,21,31,4498,1,2024,7,17,10,27,0,1,0,0,0
10,0.1118913,0.0107342594263034,4,19,29,4470,1,2024,3,9,10,40,0,0,0,0,1
25,0.1554805763268283,0.005682843,2,25,35,4575,1,2024,6,21,22,56,0,0,1,0,0
24,0.2039029728250957,0.000270612,5,60,70,4483,1,2024,6,14,11,17,0,0,0,0,1
36,0.1040488783512675,0.00117265,2,19,29,4511,1,2024,9,6,17,11,0,1,0,0,0
24,0.006474558,0.000992242,11,31,10,4424,1,2024,6,15,0,22,0,1,0,0,0
6,0.2039029728250957,0.002074689,5,23,33,4528,1,2024,2,9,13,12,0,0,0,1,0
36,0.080977567,0.000811835,0,20,40,4462,1,2024,9,6,3,29,0,0,0,0,1
19,0.080977567,9.020386072523904e-05,3,27,37,7301,1,2024,5,12,0,40,0,0,0,0,1
14,0.1266642349078971,0.0023453,5,18,28,4456,1,2024,4,3,17,1,0,1,0,0,0
7,0.1040488783512675,9.020386072523904e-05,2,55,65,4405,1,2024,2,14,15,51,0,0,0,0,1
31,0.1554805763268283,0.001262854,6,17,27,4488,1,2024,7,31,9,26,0,0,0,0,1
28,0.1554805763268283,0.000360815,2,25,35,4615,1,2024,7,8,18,12,0,0,0,0,1
14,0.1266642349078971,0.00117265,3,28,38,4538,1,2024,4,2,0,29,0,1,0,0,0
24,0.064380813,0.001262854,2,792,802,4414,1,2024,6,16,10,45,0,1,0,0,0
34,0.1266642349078971,0.003517951,8,20,30,4526,1,2024,8,23,15,7,0,0,0,0,1
1,0.2039029728250957,0.001713873,11,19,28,8210,1,2024,1,7,8,57,0,0,0,0,1
33,0.1266642349078971,0.003157135,5,41,48,4485,1,2024,8,18,14,15,0,0,0,0,1
18,0.064380813,0.003427747,2,27,37,4439,1,2024,5,2,1,41,0,0,0,0,0
39,0.1554805763268283,0.004600397,8,30,40,4528,1,2024,9,27,19,42,0,0,0,0,1
33,0.1040488783512675,0.007667328,3,20,40,4448,1,2024,8,15,3,2,0,0,0,0,1
21,0.1554805763268283,0.000360815,5,73,81,4561,1,2024,5,21,4,50,0,0,0,0,1
23,0.1266642349078971,0.003698358,8,31,41,4537,1,2024,6,8,23,43,0,0,0,1,0
17,0.064380813,0.000541223,5,23,33,4503,1,2024,4,27,18,43,0,0,0,0,1
35,0.080977567,9.020386072523904e-05,2,36,44,4469,1,2024,8,26,17,40,0,0,0,0,1
7,0.1266642349078971,0.0205664802453545,3,30,40,4608,1,2024,2,18,15,5,0,0,0,0,0
9,0.1554805763268283,0.001804077,10,25,33,4492,1,2024,2,26,10,31,0,1,0,0,0
16,0.1554805763268283,0.0205664802453545,2,30,40,0,1,2024,4,15,13,41,0,0,0,0,0
2,0.1118913,0.0229117806242107,2,22,37,4453,1,2024,1,9,3,0,0,0,0,0,1
17,0.1040488783512675,0.007667328,11,18,33,4481,1,2024,4,26,5,0,0,0,0,0,0
18,0.1554805763268283,0.000180408,2,48,58,4536,1,2024,5,3,21,2,0,0,0,0,1
18,0.1040488783512675,0.000180408,2,38,48,4529,1,2024,5,2,20,53,0,0,0,0,1
9,0.1118913,0.00117265,11,39,47,4599,1,2024,2,29,10,22,0,0,1,0,0
3,0.1266642349078971,0.000451019,2,183,193,4448,1,2024,1,15,6,12,0,0,0,0,1
22,0.1554805763268283,0.006855493,8,42,72,4566,1,2024,6,1,6,11,0,1,0,0,0
35,0.001641437,0.001984485,0,30,60,7215,1,2024,8,28,4,35,0,0,1,0,0
37,0.2039029728250957,0.000360815,2,36,46,8150,1,2024,9,13,23,5,0,0,0,0,1
15,0.1266642349078971,0.000360815,1,74,84,4559,1,2024,4,12,13,44,0,0,1,0,0
36,0.1266642349078971,0.001984485,2,39,49,4489,1,2024,9,7,16,37,0,0,1,0,0
18,0.1040488783512675,0.000180408,2,45,55,4599,1,2024,4,29,6,5,0,1,0,0,0
37,0.035290899,0.007216309,3,16,26,4535,1,2024,9,10,23,2,0,0,0,0,0
10,0.1040488783512675,0.00117265,2,20,30,4520,1,2024,3,10,7,0,0,0,0,0,1
5,0.002644538,0.006224066,3,31,56,8830,1,2024,2,4,5,32,0,0,0,0,0
19,0.1118913,0.0229117806242107,3,16,26,4570,1,2024,5,8,1,19,0,0,0,0,0
33,0.0479664417289804,0.001713873,2,20,30,4582,1,2024,8,16,13,49,0,0,0,0,1
9,0.1266642349078971,0.003157135,7,126,136,4450,1,2024,2,29,7,53,0,1,0,0,0
19,0.0479664417289804,0.000451019,11,31,41,4428,1,2024,5,8,17,40,0,0,0,0,1
17,0.1118913,9.020386072523904e-05,2,29,39,4567,1,2024,4,22,15,41,0,0,1,0,0
24,0.1118913,0.0107342594263034,4,20,30,4557,1,2024,6,15,15,51,0,0,0,0,0
36,0.0107605325551705,9.020386072523904e-05,8,20,40,4457,1,2024,9,6,3,52,0,1,0,0,0
34,0.1554805763268283,9.020386072523904e-05,3,43,53,4583,1,2024,8,20,21,58,0,1,0,0,0
2,0.002644538,0.000180408,1,20,40,8756,1,2024,1,13,0,14,0,0,1,0,0
37,0.064380813,0.004239581,3,30,60,4592,1,2024,9,11,5,46,0,0,0,0,0
12,0.1554805763268283,0.000270612,1,92,102,4577,1,2024,3,18,13,57,0,0,0,0,1
1,0.1266642349078971,0.0205664802453545,8,25,35,4482,1,2024,1,5,19,24,0,1,0,0,0
15,0.2039029728250957,0.005412232,2,24,34,4503,1,2024,4,12,0,36,0,1,0,0,0
16,0.1266642349078971,0.000992242,1,47,57,4473,1,2024,4,19,13,7,0,0,0,0,1
18,0.1118913,0.007396717,11,16,26,4415,1,2024,5,5,1,24,0,0,1,0,0
34,0.1040488783512675,0.00117265,1,40,50,4559,1,2024,8,23,21,2,0,0,0,0,1
31,0.2039029728250957,0.003157135,9,36,46,4427,1,2024,8,1,3,20,0,1,0,0,0
28,0.0479664417289804,0.003066931,2,31,41,4400,1,2024,7,14,8,20,0,0,0,0,1
5,0.0107605325551705,0.000541223,0,30,60,8625,1,2024,2,3,3,13,0,0,0,0,1
28,0.1266642349078971,0.009832221,8,40,20,4598,1,2024,7,10,6,0,0,0,1,0,0
34,0.00665694,9.020386072523904e-05,11,38,48,4609,1,2024,8,19,17,17,0,0,0,0,1
17,0.1554805763268283,9.020386072523904e-05,6,80,100,4480,1,2024,4,23,2,27,0,1,0,0,0
26,0.1266642349078971,0.000992242,8,24,32,4545,1,2024,6,25,8,41,0,0,0,0,1
24,0.1266642349078971,0.002525708,5,47,57,4563,1,2024,6,16,18,28,0,0,0,0,1
39,0.0479664417289804,0.000721631,11,144,154,8816,1,2024,9,24,8,4,0,0,0,1,0
12,0.035290899,9.020386072523904e-05,1,165,175,4593,1,2024,3,18,19,35,0,0,1,0,0
15,0.1266642349078971,0.000541223,8,21,31,4518,1,2024,4,12,9,5,0,1,0,0,0
14,0.1266642349078971,9.020386072523904e-05,7,99,109,4600,1,2024,4,7,19,5,0,1,0,0,0
4,0.035290899,0.004600397,8,50,60,4459,1,2024,1,25,1,54,0,0,1,0,0
29,0.1554805763268283,0.000360815,5,27,37,4543,1,2024,7,15,14,13,0,0,0,0,1
13,0.1118913,0.0229117806242107,11,20,30,4536,1,2024,3,25,21,3,0,0,0,0,1
29,0.2039029728250957,9.020386072523904e-05,3,70,80,4407,1,2024,7,20,2,46,0,0,0,0,1
29,0.2039029728250957,0.003427747,11,44,54,4401,1,2024,7,18,5,0,0,0,0,0,1
18,0.1118913,0.005773047,3,38,16,3327,1,2024,5,1,23,48,0,0,0,1,0
3,0.1554805763268283,0.005592639,2,61,66,4452,1,2024,1,19,10,46,0,0,0,0,1
27,0.035290899,0.002164893,2,250,260,4619,1,2024,7,6,8,10,0,1,0,0,0
38,0.1040488783512675,0.005592639,3,21,31,4587,1,2024,9,20,23,31,0,0,0,0,0
19,0.1266642349078971,0.001082446,1,32,41,4606,1,2024,5,12,8,42,0,1,0,0,0
39,0.1554805763268283,0.000360815,0,30,40,4449,1,2024,9,25,3,57,0,0,0,0,1
11,0.035290899,9.020386072523904e-05,2,45,55,4555,1,2024,3,16,13,28,0,1,0,0,0
11,0.2039029728250957,0.001984485,2,20,30,4523,1,2024,3,13,19,36,0,1,0,0,0
19,0.1040488783512675,0.000270612,8,25,0,4578,1,2024,5,7,22,34,0,0,0,0,1
17,0.0107605325551705,0.005502436,2,140,170,4523,1,2024,4,28,3,56,0,0,0,0,1
29,0.2039029728250957,0.004239581,11,20,40,4416,1,2024,7,18,4,1,0,0,0,0,0
39,0.1040488783512675,0.001082446,2,22,32,4452,1,2024,9,24,0,2,0,1,0,0,0
3,0.2039029728250957,0.001804077,2,33,10,8306,1,2024,1,19,18,11,0,0,0,0,0
9,0.1266642349078971,0.000902039,2,57,67,4428,1,2024,2,28,9,11,0,1,0,0,0
9,0.1554805763268283,0.006855493,8,29,39,4595,1,2024,2,27,17,27,0,0,0,1,0
21,0.1554805763268283,0.000541223,3,16,26,4472,1,2024,5,23,22,54,0,0,0,0,1
33,0.2039029728250957,0.005502436,2,110,120,4538,1,2024,8,13,10,58,0,0,0,0,1
37,0.1118913,0.002164893,8,30,60,8809,1,2024,9,11,23,20,0,0,0,1,0
15,0.035290899,0.000360815,5,86,96,4597,1,2024,4,13,18,35,0,0,0,1,0
21,0.1040488783512675,0.001984485,5,58,68,4550,1,2024,5,25,17,7,0,0,0,0,1
32,0.2039029728250957,0.000360815,2,44,54,4423,1,2024,8,10,0,22,0,1,0,0,0
11,0.1040488783512675,0.001984485,3,56,66,4485,1,2024,3,12,13,32,0,1,0,0,0
20,0.1554805763268283,0.002525708,2,75,85,0,1,2024,5,18,2,8,0,0,0,0,0
13,0.2039029728250957,0.004961212,4,44,16,8050,1,2024,3,27,6,56,0,1,0,0,0
29,0.1266642349078971,0.000992242,11,54,64,4502,1,2024,7,17,14,56,0,0,0,0,1
37,0.064380813,0.00117265,8,30,60,4502,1,2024,9,14,3,45,0,1,0,0,0
1,0.2039029728250957,0.002525708,8,28,38,4407,1,2024,1,2,15,30,0,0,0,1,0
27,0.2039029728250957,0.000721631,2,22,32,4559,1,2024,7,4,1,30,0,1,0,0,0
22,0.1554805763268283,0.0221901497384088,2,20,40,4415,1,2024,5,29,3,0,0,0,0,0,0
22,0.1554805763268283,0.002435504,11,90,100,4432,1,2024,6,1,2,4,0,1,0,0,0
4,0.0479664417289804,0.0108244632870286,4,20,10,4552,1,2024,1,23,18,49,0,1,0,0,0
24,0.1554805763268283,0.004780805,3,42,52,4591,1,2024,6,10,14,31,0,0,0,0,1
29,0.2039029728250957,0.009200794,5,19,29,4436,1,2024,7,17,20,46,0,0,0,0,1
36,0.0479664417289804,0.003698358,8,50,60,4472,1,2024,9,2,0,32,0,0,0,0,1
22,0.1554805763268283,9.020386072523904e-05,7,25,35,4508,1,2024,5,30,20,30,0,0,0,0,1
13,0.031825643,0.006224066,4,26,36,4488,1,2024,3,29,18,18,0,1,0,0,0
20,0.1554805763268283,0.004239581,2,26,36,0,1,2024,5,16,16,12,0,0,0,0,1
24,0.2039029728250957,0.004329785,2,17,27,4541,1,2024,6,15,20,34,0,0,1,0,0
21,0.1266642349078971,0.00117265,1,58,68,4531,1,2024,5,23,16,5,0,1,0,0,0
5,0.2039029728250957,0.004329785,11,17,27,4423,1,2024,2,4,8,0,0,0,1,0,0
9,0.1554805763268283,0.001443262,2,30,40,4555,1,2024,2,26,1,57,0,0,0,0,0
24,0.1266642349078971,0.000180408,5,61,71,4430,1,2024,6,10,22,47,0,0,0,0,1
1,0.002644538,0.004961212,3,30,55,8639,1,2024,1,4,3,27,0,0,0,0,0
31,0.2039029728250957,0.002525708,2,271,281,3344,1,2024,7,31,16,38,0,0,0,0,0
21,0.1554805763268283,0.004239581,8,17,27,4404,1,2024,5,25,21,22,0,1,0,0,0
10,0.001641437,0.0229117806242107,3,26,35,4551,1,2024,3,8,5,24,0,0,0,1,0
35,0.2039029728250957,0.006855493,2,31,41,4412,1,2024,8,28,10,30,0,0,0,0,0
27,0.0479664417289804,0.0108244632870286,2,246,256,4507,1,2024,7,6,14,32,0,1,0,0,0
18,0.1266642349078971,0.001623669,7,55,75,4520,1,2024,5,5,15,25,0,0,0,1,0
7,0.1040488783512675,0.001984485,2,27,37,4590,1,2024,2,12,19,16,0,1,0,0,0
6,0.00665694,0.000541223,4,32,0,4459,1,2024,2,9,6,4,0,0,0,0,1
21,0.1040488783512675,0.000721631,8,37,18,4422,1,2024,5,24,10,39,0,1,0,0,0
17,0.1554805763268283,0.0101028324012267,3,20,30,4590,1,2024,4,26,22,27,0,1,0,0,0
37,0.2039029728250957,9.020386072523904e-05,11,26,36,4493,1,2024,9,9,8,35,0,0,0,0,1
35,0.1266642349078971,0.000180408,5,80,90,4406,1,2024,8,29,13,54,0,1,0,0,0
2,0.064380813,0.000451019,2,29,39,4563,1,2024,1,10,9,9,0,1,0,0,0
37,0.064380813,0.002525708,1,89,99,4598,1,2024,9,14,12,10,0,0,0,1,0
36,0.1266642349078971,0.000902039,3,19,29,4611,1,2024,9,2,11,11,0,1,0,0,0
39,0.2039029728250957,0.005502436,2,80,90,4557,1,2024,9,25,19,50,0,0,0,0,1
7,0.2039029728250957,0.002706116,7,65,20,4495,1,2024,2,18,13,6,0,0,0,0,0
16,0.1266642349078971,0.003608154,11,40,50,4536,1,2024,4,18,16,51,0,1,0,0,0
29,0.1554805763268283,9.020386072523904e-05,11,54,62,4553,1,2024,7,18,8,34,0,1,0,0,0
37,0.2039029728250957,0.007577124,2,143,153,4407,1,2024,9,12,22,8,0,0,0,0,0
29,0.1266642349078971,0.004780805,2,27,37,4597,1,2024,7,20,14,18,0,0,0,0,1
11,0.2039029728250957,0.002706116,3,24,34,4410,1,2024,3,13,12,41,0,1,0,0,0
32,0.1118913,0.007396717,8,30,60,8704,1,2024,8,11,22,10,0,0,0,1,0
39,0.1266642349078971,0.000541223,2,33,43,0,1,2024,9,24,19,54,0,1,0,0,0
29,0.080977567,0.000631427,8,23,31,4620,1,2024,7,20,16,53,0,1,0,0,0
19,0.1266642349078971,0.001713873,5,25,35,4435,1,2024,5,11,7,45,0,0,0,0,0
18,0.1554805763268283,0.006494678,8,21,31,4429,1,2024,5,2,16,17,0,0,0,1,0
33,0.1266642349078971,0.002074689,1,30,40,4441,1,2024,8,13,0,4,0,0,0,0,1
31,0.1266642349078971,0.004780805,2,18,28,4552,1,2024,7,30,18,33,0,0,0,0,0
35,0.1266642349078971,0.002074689,8,17,27,4600,1,2024,8,27,14,31,0,0,0,0,1
26,0.1266642349078971,0.000992242,8,27,35,4541,1,2024,6,26,7,46,0,0,0,0,1
8,0.00665694,0.003157135,2,38,58,4557,1,2024,2,21,9,5,0,0,0,0,0
17,0.1554805763268283,0.002255097,5,20,25,4594,1,2024,4,23,16,35,0,0,0,0,1
18,0.1554805763268283,0.001082446,4,20,30,4481,1,2024,5,4,12,10,0,1,0,0,0
34,0.064380813,0.004600397,2,133,143,4591,1,2024,8,19,6,16,0,1,0,0,0
1,0.035290899,0.003157135,6,18,28,4497,1,2024,1,7,16,17,0,0,0,1,0
40,0.2039029728250957,0.005502436,2,25,30,8346,1,2024,9,30,16,52,0,0,0,0,0
15,0.2039029728250957,9.020386072523904e-05,0,60,70,8102,1,2024,4,10,22,20,0,1,0,0,0
15,0.2039029728250957,0.004329785,3,23,33,4513,1,2024,4,8,22,26,0,0,1,0,0
9,0.1266642349078971,0.0205664802453545,8,38,48,4569,1,2024,3,1,14,18,0,0,0,0,1
14,0.2039029728250957,0.006855493,4,20,50,4454,1,2024,4,1,1,49,0,0,0,0,0
7,0.006474558,0.001713873,12,21,42,4449,1,2024,2,14,2,1,0,1,0,0,0
6,0.035290899,0.001262854,2,90,100,4491,1,2024,2,8,0,11,0,0,0,0,0
38,0.064380813,0.008388959,7,20,40,0,1,2024,9,22,6,38,0,0,0,0,1
10,0.2039029728250957,0.001713873,1,58,68,8187,1,2024,3,4,18,33,0,1,0,0,0
15,0.1554805763268283,0.000451019,8,16,26,4544,1,2024,4,10,5,48,0,0,1,0,0
23,0.064380813,0.003608154,5,55,65,4484,1,2024,6,5,10,34,0,0,0,0,0
13,0.1266642349078971,0.0205664802453545,3,81,91,4535,1,2024,3,29,0,3,0,0,0,0,0
37,0.0107605325551705,0.0128991520837091,12,30,60,8112,1,2024,9,14,2,23,0,0,0,0,1
15,0.080977567,0.000541223,2,25,30,8665,1,2024,4,8,11,4,0,0,0,0,1
11,0.1554805763268283,0.003157135,5,21,29,4473,1,2024,3,16,0,26,0,1,0,0,0
6,0.2039029728250957,0.000360815,2,132,140,8365,1,2024,2,6,11,22,0,0,0,0,1
31,0.064380813,9.020386072523904e-05,6,22,32,4438,1,2024,7,29,17,42,0,1,0,0,0
20,0.035290899,9.020386072523904e-05,4,18,28,4444,1,2024,5,13,18,15,0,0,0,1,0
38,0.1554805763268283,0.001262854,4,37,47,4474,1,2024,9,17,23,5,0,1,0,0,0
39,0.1554805763268283,0.001894281,2,16,26,4622,1,2024,9,28,16,44,0,1,0,0,0
38,0.0479664417289804,9.020386072523904e-05,7,112,120,7265,1,2024,9,22,6,44,0,0,0,0,1
28,0.035290899,0.007216309,11,33,43,4462,1,2024,7,13,0,38,0,0,0,1,0
1,0.1554805763268283,0.002525708,2,22,32,4410,1,2024,1,5,7,26,0,1,0,0,0
2,0.1118913,0.001353058,4,18,23,4539,1,2024,1,11,9,41,0,0,1,0,0
10,0.1554805763268283,0.000811835,3,28,38,4606,1,2024,3,6,13,57,0,0,0,0,1
10,0.2039029728250957,0.000180408,11,37,47,4585,1,2024,3,9,14,38,0,1,0,0,0
12,0.1554805763268283,0.001804077,8,37,47,4600,1,2024,3,24,4,31,0,0,0,0,1
20,0.006474558,0.0205664802453545,3,23,53,4583,1,2024,5,14,3,28,0,0,1,0,0
31,0.031825643,9.020386072523904e-05,12,30,60,8308,1,2024,8,1,23,6,0,1,0,0,0
6,0.1118913,0.003698358,3,26,41,4564,1,2024,2,8,5,55,0,0,0,1,0
14,0.2039029728250957,9.020386072523904e-05,2,27,37,4608,1,2024,4,3,19,42,0,0,0,0,1
38,0.080977567,0.001443262,8,20,28,4524,1,2024,9,21,17,39,0,1,0,0,0
40,0.2039029728250957,0.005502436,2,19,29,4621,1,2024,9,30,5,17,0,1,0,0,0
9,0.080977567,9.020386072523904e-05,2,26,35,8689,1,2024,3,2,17,45,0,1,0,0,0
15,0.1040488783512675,0.005592639,2,16,26,4404,1,2024,4,10,16,28,0,0,0,0,0
35,0.1040488783512675,0.001984485,2,76,86,4571,1,2024,8,30,14,32,0,1,0,0,0
38,0.1040488783512675,0.001984485,2,17,27,4563,1,2024,9,20,21,53,0,0,0,0,1
30,0.1266642349078971,0.0205664802453545,9,88,98,4584,1,2024,7,23,12,39,0,0,0,0,0
17,0.1118913,0.001353058,2,24,34,4557,1,2024,4,23,15,7,0,0,1,0,0
38,0.1040488783512675,9.020386072523904e-05,2,37,47,4566,1,2024,9,21,13,11,0,0,0,0,1
9,0.035290899,0.000360815,2,40,50,4600,1,2024,3,1,9,47,0,0,0,1,0
17,0.1040488783512675,0.00279632,11,30,60,4510,1,2024,4,28,4,28,0,0,0,1,0
33,0.1554805763268283,0.000541223,5,47,57,4588,1,2024,8,15,10,1,0,0,0,0,1
38,0.064380813,0.001082446,2,41,51,4597,1,2024,9,17,14,14,0,1,0,0,0
38,0.080977567,0.000360815,0,20,20,4500,1,2024,9,18,5,40,0,0,0,0,0
27,0.035290899,0.007216309,8,70,80,4591,1,2024,7,4,9,42,0,0,0,0,0
18,0.1554805763268283,0.001082446,5,16,26,4500,1,2024,5,1,0,15,0,1,0,0,0
35,0.2039029728250957,0.000992242,2,79,89,4502,1,2024,8,29,15,38,0,0,0,0,1
37,0.064380813,0.008388959,2,38,48,4592,1,2024,9,13,0,47,0,1,0,0,0
23,0.2039029728250957,0.001804077,2,611,621,8130,1,2024,6,4,9,59,0,1,0,0,0
20,0.00282692,0.0205664802453545,3,20,40,4533,1,2024,5,19,4,17,0,0,0,0,0
25,0.1266642349078971,0.000180408,2,250,259,4610,1,2024,6,17,16,1,0,1,0,0,0
16,0.1554805763268283,0.001443262,11,29,34,4548,1,2024,4,17,16,23,0,1,0,0,0
27,0.0479664417289804,9.020386072523904e-05,1,74,81,4493,1,2024,7,5,17,9,0,1,0,0,0
9,0.064380813,0.001894281,2,50,60,4499,1,2024,3,1,19,51,0,1,0,0,0
26,0.031825643,0.000360815,2,18,28,4476,1,2024,6,26,7,40,0,0,0,0,1
24,0.1040488783512675,0.007667328,3,33,43,4614,1,2024,6,11,0,31,0,0,0,0,0
30,0.1040488783512675,0.000360815,1,45,55,4518,1,2024,7,24,18,4,0,0,0,0,1
11,0.0107605325551705,0.004961212,1,20,40,8715,1,2024,3,12,1,56,0,0,0,0,0
4,0.1554805763268283,0.000270612,2,86,96,4519,1,2024,1,25,20,17,0,0,0,0,1
1,0.064380813,9.020386072523904e-05,2,20,30,4488,1,2024,1,2,0,43,0,0,0,0,0
31,0.1040488783512675,0.000180408,2,32,42,4415,1,2024,8,1,13,52,0,1,0,0,0
12,0.1554805763268283,0.002525708,2,16,36,4400,1,2024,3,19,3,44,0,1,0,0,0
5,0.2039029728250957,0.000451019,1,97,117,4456,1,2024,1,31,20,33,0,0,1,0,0
36,0.035290899,0.002615912,2,110,120,4559,1,2024,9,8,18,59,0,0,0,1,0
37,0.2039029728250957,0.000270612,4,41,51,4577,1,2024,9,10,23,13,0,1,0,0,0
14,0.1266642349078971,9.020386072523904e-05,5,25,35,4578,1,2024,4,5,19,0,0,1,0,0,0
25,0.00665694,0.000992242,2,873,883,4597,1,2024,6,19,12,42,0,1,0,0,0
28,0.1040488783512675,0.007667328,3,16,26,4444,1,2024,7,14,23,1,0,0,0,0,1
33,0.1266642349078971,0.001353058,2,59,89,4554,1,2024,8,18,3,11,0,0,0,0,1
11,0.1554805763268283,0.005682843,11,55,65,4550,1,2024,3,15,18,1,0,0,0,0,1
15,0.1554805763268283,0.0221901497384088,8,53,63,4480,1,2024,4,9,21,35,0,0,0,1,0
15,0.1554805763268283,0.001082446,11,52,62,4542,1,2024,4,14,0,20,0,0,0,0,1
21,0.2039029728250957,0.000360815,5,93,103,4515,1,2024,5,25,20,27,0,0,0,1,0
20,0.1554805763268283,0.0221901497384088,5,32,42,4574,1,2024,5,17,13,26,0,0,0,0,1
4,0.035290899,0.002255097,8,54,64,4402,1,2024,1,27,22,2,0,0,1,0,0
